,_file,copyright,date,location,pano_id,status,Unnamed: 0,city,latitude,longitude,q-score,safety,Coordinates,OBJECTID,SUBDISTRIC
6873,gsv_6873.jpg,© Google,2017-08-01,"{'lat': 42.2564876, 'lng': -71.118128}",7e1zZz0ZCj1goU_lWpR6DQ,OK,96028,Boston,42.256561,-71.118134,24.87487,0,POINT (-71.118134 42.256561),54344,Residential
11865,gsv_11865.jpg,© Google,2018-09-01,"{'lat': 42.30902338138792, 'lng': -71.10798862937975}",W5sfVeqZ88N_i3BxOStvqA,OK,5532,Boston,42.309013,-71.107933,22.069288,0,POINT (-71.107933 42.309013),55794,Open Space
3197,gsv_3197.jpg,© Google,2018-07-01,"{'lat': 42.31694911760551, 'lng': -71.11308648599946}",PzWIJXL_a8K4eXCFtYRYpA,OK,8659,Boston,42.316875,-71.113152,26.846809000000004,1,POINT (-71.113152 42.316875),55775,Residential
14784,gsv_14784.jpg,© Google,2018-09-01,"{'lat': 42.34210414409367, 'lng': -71.04426230152482}",4BfYXlO4-a96aHxiaF2Q6w,OK,21320,Boston,42.342224,-71.04447900000002,14.264142000000001,0,POINT (-71.04447900000002 42.342224),54199,Industrial
3825,gsv_3825.jpg,© Google,2018-08-01,"{'lat': 42.2916296, 'lng': -71.1469007}",CnRLfkR6hA3zFUabN5v1Lg,OK,120198,Boston,42.291664000000004,-71.147026,29.60008,1,POINT (-71.147026 42.291664),54488,Residential
4501,gsv_4501.jpg,© Google,2016-05-01,"{'lat': 42.31840144478917, 'lng': -71.06062368079989}",e4qcL_Corzjz59EFHjMkRg,OK,9214,Boston,42.318501,-71.060806,30.260494,1,POINT (-71.060806 42.318501),55570,Residential
4427,gsv_4427.jpg,© Google,2018-08-01,"{'lat': 42.28292948557147, 'lng': -71.08363244869322}",d47JaiQROWGjgwBgi6suPQ,OK,115149,Boston,42.282887,-71.08341999999998,27.771351,1,POINT (-71.08341999999998 42.282887),55613,Residential
1319,gsv_1319.jpg,© Google,2018-11-01,"{'lat': 42.27621244052514, 'lng': -71.1394481315348}",jdEZADA_zbTY9G4tGe6M0w,OK,110835,Boston,42.276385999999995,-71.139709,25.477062,1,POINT (-71.139709 42.276386),54250,Residential
7815,gsv_7815.jpg,© Google,2013-08-01,"{'lat': 42.26865714715832, 'lng': -71.1029952460363}",akyriUvgJ-dJCDLIYR0yCQ,OK,104984,Boston,42.268589,-71.102936,20.281520999999998,0,POINT (-71.102936 42.268589),54665,Residential
8915,gsv_8915.jpg,© Google,2018-11-01,"{'lat': 42.28649221231602, 'lng': -71.04271825973326}",3vjD4C0p6rD_UIyhX4JvIw,OK,117507,Boston,42.286495,-71.04278599999998,19.013481,0,POINT (-71.04278599999998 42.286495),55721,Residential
5779,gsv_5779.jpg,© Google,2018-05-01,"{'lat': 42.28565510823292, 'lng': -71.09165657025747}",IMPZQNzsFnvn-lPg1wGX9A,OK,116783,Boston,42.285488,-71.091675,21.516838,0,POINT (-71.091675 42.285488),54669,Residential
18979,gsv_18979.jpg,© Google,2018-09-01,"{'lat': 42.34966776343295, 'lng': -71.16662385005343}",KxrVNTFln_jh0Hgl182JhQ,OK,27051,Boston,42.350025,-71.166443,32.623798,1,POINT (-71.166443 42.350025),55398,Business
10652,gsv_10652.jpg,© Google,2017-06-01,"{'lat': 42.2461647, 'lng': -71.1259857}",5NekeZ9oK-6O0xLzPtSsBg,OK,88035,Boston,42.246162,-71.126015,26.292948,1,POINT (-71.126015 42.246162),54422,Open Space
5106,gsv_5106.jpg,© Google,2018-09-01,"{'lat': 42.3060772000926, 'lng': -71.10468445435356}",s0PUbsfu-KRj-RNQjNpYpA,OK,4859,Boston,42.30637,-71.104584,24.338165,0,POINT (-71.104584 42.30637),55789,Residential
19231,gsv_19231.jpg,© Google,2018-08-01,"{'lat': 42.3398479, 'lng': -71.0550675}",iLTcUihRGgN14QxTiClyIA,OK,19973,Boston,42.339951,-71.055176,23.104456,0,POINT (-71.055176 42.339951),55425,Business
13625,gsv_13625.jpg,© Google,2018-09-01,"{'lat': 42.34880851171251, 'lng': -71.04966915622119}",d9lwJSn4GTmiKacBnsg1kg,OK,25882,Boston,42.348724,-71.049355,32.658745,1,POINT (-71.04935500000001 42.348724),54201,Industrial
7668,gsv_7668.jpg,© Google,2017-07-01,"{'lat': 42.27510142535308, 'lng': -71.07816050506808}",5zJo6EJ4utf_LqvltEtogQ,OK,109810,Boston,42.275089,-71.078163,24.16866700000001,0,POINT (-71.078163 42.275089),54657,Residential
16250,gsv_16250.jpg,© Google,2018-06-01,"{'lat': 42.34229284280779, 'lng': -71.0598056990671}",UeNqL7Yk42Nm84xqOYTf9A,OK,21550,Boston,42.342548,-71.05967700000002,22.281164,0,POINT (-71.05967700000002 42.342548),55422,Industrial
10603,gsv_10603.jpg,© Google,2015-10-01,"{'lat': 42.35924664469896, 'lng': -71.15639301651315}",318d6pSmI-rK_zqsP1MzyA,OK,32903,Boston,42.359446999999996,-71.156502,29.881388,1,POINT (-71.156502 42.359447),55391,Open Space
14855,gsv_14855.jpg,© Google,2018-09-01,"{'lat': 42.3837758137677, 'lng': -71.06922852654638}",a7ohqhhz1-Fvc3X7ddV4ig,OK,49263,Boston,42.383823,-71.069244,23.638567000000002,0,POINT (-71.069244 42.383823),54846,Industrial
1321,gsv_1321.jpg,© Google,2013-09-01,"{'lat': 42.27818704905935, 'lng': -71.13205144946944}",sPvK2YQTrxokeydQ4wpVMw,OK,112173,Boston,42.278339,-71.131828,28.514623999999998,1,POINT (-71.131828 42.278339),54250,Residential
9179,gsv_9179.jpg,© Google,2017-06-01,"{'lat': 42.27891161628589, 'lng': -71.12642190473305}",-udomysIlqOIScMV50ODJA,OK,112379,Boston,42.278664,-71.126762,22.818142,0,POINT (-71.126762 42.278664),54308,Residential
17343,gsv_17343.jpg,© Google,2018-08-01,"{'lat': 42.34973778617618, 'lng': -71.07231574558574}",OdIryjWXz_j0VrmSD39jGQ,OK,26651,Boston,42.349697,-71.07243299999998,28.751486,1,POINT (-71.07243299999998 42.349697),54776,Mixed Use
13245,gsv_13245.jpg,© Google,2013-08-01,"{'lat': 42.28559131464446, 'lng': -71.10707824891134}",oflfVFlob0fgFDdKI_lw4A,OK,116801,Boston,42.285488,-71.107063,21.228029,0,POINT (-71.107063 42.285488),54293,Open Space
15948,gsv_15948.jpg,© Google,2016-10-01,"{'lat': 42.34479133398392, 'lng': -71.04932355564304}",mndr0ulePKot-Hd7TI3Wcg,OK,23071,Boston,42.344826,-71.049355,17.647627,0,POINT (-71.04935500000001 42.344826),54201,Industrial
5256,gsv_5256.jpg,© Google,2013-08-01,"{'lat': 42.27661535659285, 'lng': -71.0886157871115}",2cR3ugtVve6-WIVurbI1-A,OK,110981,Boston,42.276714,-71.088486,23.6159,0,POINT (-71.088486 42.276714),54649,Residential
16959,gsv_16959.jpg,© Google,2018-07-01,"{'lat': 42.33346075588407, 'lng': -71.09142652331626}",jh4Z1LDJd7A6PRxHbHgYOw,OK,16144,Boston,42.333775,-71.091766,25.034470000000002,1,POINT (-71.09176600000001 42.333775),54523,Mixed Use
9793,gsv_9793.jpg,© Google,2016-11-01,"{'lat': 42.2783516, 'lng': -71.1547278}",hHjDWsUDfe-RnoCw5vUYRg,OK,112214,Boston,42.278339,-71.15471600000002,22.063761,0,POINT (-71.15471600000002 42.278339),54445,Residential
8725,gsv_8725.jpg,© Google,2018-09-01,"{'lat': 42.38157093177178, 'lng': -71.07206877048235}",KQkt32HH5MeEr_WomHWvkQ,OK,47591,Boston,42.38155,-71.07206,14.25109,0,POINT (-71.07205999999999 42.38155),54812,Residential
11528,gsv_11528.jpg,© Google,2018-07-01,"{'lat': 42.29630950767047, 'lng': -71.0921101767621}",Ife031F9FdA2_hdDjQGDFA,OK,122092,Boston,42.296321999999996,-71.092171,26.444008,1,POINT (-71.09217099999999 42.296322),54676,Open Space
6716,gsv_6716.jpg,© Google,2018-10-01,"{'lat': 42.2780521, 'lng': -71.0731101}",hlFfghRurFoodLhoJasb5A,OK,111879,Boston,42.278011,-71.073097,19.092331,0,POINT (-71.073097 42.278011),55568,Residential
238,gsv_238.jpg,© Google,2018-11-01,"{'lat': 42.29336599950314, 'lng': -71.1224613437683}",kSzW0SbzRgkpT2ZaXY3Tgg,OK,120999,Boston,42.293613,-71.122261,28.223665000000004,1,POINT (-71.12226099999999 42.293613),54265,Residential
8021,gsv_8021.jpg,© Google,2018-08-01,"{'lat': 42.37634548794343, 'lng': -71.0585302113772}",p2TagOG4El3pM-cOihvaAg,OK,43687,Boston,42.37635,-71.058548,24.271189,0,POINT (-71.058548 42.37635),54791,Residential
7341,gsv_7341.jpg,© Google,2018-09-01,"{'lat': 42.32209576672398, 'lng': -71.11210820687063}",Ke747Lwstvy-O55Qb7HMLQ,OK,10685,Boston,42.322075,-71.112404,23.357113000000002,0,POINT (-71.112404 42.322075),55756,Residential
3403,gsv_3403.jpg,© Google,2018-07-01,"{'lat': 42.31422439727469, 'lng': -71.11890336478167}",CMNlSd_aQapI_-Ei2rtMZg,OK,7472,Boston,42.31414,-71.11885799999997,24.97205,1,POINT (-71.11885799999997 42.31414),55825,Residential
19134,gsv_19134.jpg,© Google,2018-09-01,"{'lat': 42.38594734498989, 'lng': -71.0059162334142}",g3-zNKAiR4UYeD7weZE6BA,OK,50596,Boston,42.386101000000004,-71.006012,22.518648000000002,0,POINT (-71.006012 42.386101),55450,Business
19039,gsv_19039.jpg,© Google,2018-05-01,"{'lat': 42.2986093, 'lng': -71.048405}",6-1JiiXH0SmBYTRvs3uLDA,OK,3186,Boston,42.298676,-71.048233,25.627321,1,POINT (-71.048233 42.298676),55667,Business
731,gsv_731.jpg,© Google,2018-09-01,"{'lat': 42.33447218376428, 'lng': -71.10531251579356}",8fydsvxBJB7RIlyphEEUQw,OK,16775,Boston,42.334747,-71.105087,27.278675,1,POINT (-71.105087 42.334747),55228,Residential
19508,gsv_19508.jpg,© Google,2017-07-01,"{'lat': 42.31970892393029, 'lng': -71.0463741689943}",YT99znb0CmQg-FNIUf8YEQ,OK,9714,Boston,42.319798,-71.046539,18.131532999999997,0,POINT (-71.046539 42.319798),54594,Business
17440,gsv_17440.jpg,© Google,2017-08-01,"{'lat': 42.28247812663879, 'lng': -71.09990106319472}",FL7k4--BjbGzO1mv992DAg,OK,114968,Boston,42.282562,-71.099739,21.9814,0,POINT (-71.099739 42.282562),54646,Miscellaneous
6495,gsv_6495.jpg,© Google,2018-10-01,"{'lat': 42.34488599264051, 'lng': -71.14492628857985}",DYYxXGoLpmO9YoKdriVUcw,OK,23220,Boston,42.344826,-71.14505,22.768547,0,POINT (-71.14505 42.344826),55386,Residential
12642,gsv_12642.jpg,© Google,2018-10-01,"{'lat': 42.3302473115232, 'lng': -71.04199776847521}",ah7dPdTVTVns9G1ukk3GfQ,OK,13931,Boston,42.3302,-71.042038,23.230401999999998,0,POINT (-71.04203800000001 42.3302),54437,Open Space
5718,gsv_5718.jpg,© Google,2017-07-01,"{'lat': 42.34479733724326, 'lng': -71.09547737833748}",6VJl1Q-r66g9j09rhuduXw,OK,23139,Boston,42.344826,-71.095139,24.176624,0,POINT (-71.095139 42.344826),55181,Residential
2839,gsv_2839.jpg,© Google,2018-10-01,"{'lat': 42.35301944005706, 'lng': -71.08146005934879}",vWCJ20EQtENUWzRLv2nARw,OK,28961,Boston,42.352947,-71.08144399999998,28.373014,1,POINT (-71.08144399999998 42.352947),55192,Residential
17036,gsv_17036.jpg,© Google,2018-06-01,"{'lat': 42.36105788711059, 'lng': -71.06142325633026}",d-9pFqHFm6wTj7TzdCMASA,OK,33709,Boston,42.361073,-71.061363,25.285196,1,POINT (-71.061363 42.361073),55083,Mixed Use
17464,gsv_17464.jpg,© Google,2018-09-01,"{'lat': 42.3274593073558, 'lng': -71.0660789078857}",FrWt-TNxvQdAlfJHEaM0Rw,OK,12739,Boston,42.327599,-71.066429,19.675259,0,POINT (-71.066429 42.327599),55512,Mixed Use
12156,gsv_12156.jpg,© Google,2018-09-01,"{'lat': 42.38256532073007, 'lng': -71.01423273669786}",MEU6w0uVAVRBvMcvT2Pj_w,OK,48294,Boston,42.382523,-71.01445799999998,24.114969,0,POINT (-71.01445799999998 42.382523),55448,Open Space
15834,gsv_15834.jpg,© Google,2018-08-01,"{'lat': 42.33413135847729, 'lng': -71.0570304925651}",5hNk7DYGuV2ZbcTGpclBbA,OK,16299,Boston,42.334099,-71.057426,18.061676000000002,0,POINT (-71.05742600000001 42.334099),55419,Industrial
1284,gsv_1284.jpg,© Google,2018-06-01,"{'lat': 42.33909699060047, 'lng': -71.07848325959883}",DukZ9vhXBNflkJ31PCljUw,OK,19431,Boston,42.338974,-71.078255,31.880965999999997,1,POINT (-71.078255 42.338974),54887,Residential
13352,gsv_13352.jpg,© Google,2015-10-01,"{'lat': 42.36695801054119, 'lng': -71.06931007098497}",ydo6X0bCtmdpkS1EGZ55RA,OK,37313,Boston,42.366924,-71.069244,23.843231,0,POINT (-71.069244 42.366924),55203,Open Space
5940,gsv_5940.jpg,© Google,2011-07-01,"{'lat': 42.34447825437404, 'lng': -71.08804623629536}",sUrYriu2u0Lpq-ftd_2ugQ,OK,22915,Boston,42.344498,-71.087822,20.423647,0,POINT (-71.087822 42.344498),55145,Residential
16569,gsv_16569.jpg,© Google,2018-06-01,"{'lat': 42.33908326030546, 'lng': -71.06940010697451}",UoIutcpZ_2dSaVXUYqmFoA,OK,19416,Boston,42.338974,-71.069618,26.246261999999998,1,POINT (-71.06961800000001 42.338974),54879,Miscellaneous
18317,gsv_18317.jpg,© Daniel Cook,2018-06-01,"{'lat': 42.36466124726464, 'lng': -71.0607958282697}",CAoSLEFGMVFpcE1QQU1rdjlwREhMTFFCb3p3bzVqNkxFel8tWWh6dWdaWUFhU2ZE,OK,35877,Boston,42.364651,-71.060806,17.304857000000002,0,POINT (-71.060806 42.364651),54871,Mixed Use
15497,gsv_15497.jpg,© Google,2018-08-01,"{'lat': 42.38699670552366, 'lng': -71.07440758984585}",2djbWEvlEybuRGCzctiKWA,OK,51029,Boston,42.386749,-71.074692,15.853689000000001,0,POINT (-71.074692 42.386749),54848,Industrial
9928,gsv_9928.jpg,© Google,2007-09-01,"{'lat': 42.27999910738028, 'lng': -71.05067873762145}",kbYWwgIhmeVq_HHpeSIPAA,OK,106,Boston,42.280132,-71.050629,24.710579,0,POINT (-71.050629 42.280132),55703,Residential
6467,gsv_6467.jpg,© Google,2018-08-01,"{'lat': 42.3116864592658, 'lng': -71.05836193537466}",Rm__m-u2iHKjVnMnOEsnng,OK,6461,Boston,42.311671999999994,-71.05836500000002,19.000708,0,POINT (-71.05836500000002 42.311672),55664,Residential
14535,gsv_14535.jpg,© Google,2011-07-01,"{'lat': 42.34510177097616, 'lng': -71.04879169426175}",mO7b14CPc1BZDK-8JyhvNQ,OK,23285,Boston,42.34515,-71.048798,18.960794,0,POINT (-71.04879800000001 42.34515),54201,Industrial
6366,gsv_6366.jpg,© Google,2013-08-01,"{'lat': 42.27328717847465, 'lng': -71.16991103133489}",XBGKPLO-aPzq5QN72QfSyg,OK,108474,Boston,42.273136,-71.170105,23.546228,0,POINT (-71.17010500000001 42.273136),54449,Residential
7929,gsv_7929.jpg,© Google,2011-07-01,"{'lat': 42.32165067966456, 'lng': -71.09284585081808}",yCTFLygstST0JOIci9Nhgg,OK,10528,Boston,42.321751,-71.09270500000002,22.026272,0,POINT (-71.09270500000002 42.321751),54740,Residential
8056,gsv_8056.jpg,© Google,2018-07-01,"{'lat': 42.31025510094828, 'lng': -71.11165182376111}",1rKqEoMdmc9a1H-YKxV8YQ,OK,5840,Boston,42.309895000000004,-71.11193100000001,22.851406,0,POINT (-71.11193100000001 42.309895),55811,Residential
2667,gsv_2667.jpg,© Google,2018-07-01,"{'lat': 42.33180511025961, 'lng': -71.10118559631994}",KcjKi3Nd_Dh-hRdO3ieBdQ,OK,14984,Boston,42.331825,-71.10114300000002,25.68544,1,POINT (-71.10114300000002 42.331825),55075,Residential
11883,gsv_11883.jpg,© Google,2018-10-01,"{'lat': 42.3379612, 'lng': -71.1536394}",EnCPWP6fLztvYZkWF9GQGg,OK,18474,Boston,42.337669,-71.153687,24.500235,0,POINT (-71.15368700000001 42.337669),55239,Open Space
9869,gsv_9869.jpg,© Google,2013-08-01,"{'lat': 42.28998595544657, 'lng': -71.16925650320565}",Bqlksvv0eTC-6BKCT8QleA,OK,119434,Boston,42.290039,-71.16935699999998,22.720488,0,POINT (-71.16935699999998 42.290039),54446,Residential
10891,gsv_10891.jpg,© Google,2018-07-01,"{'lat': 42.29169137681262, 'lng': -71.11199057724001}",_8JW7nM7YCZbFD47c8Z4OA,OK,120288,Boston,42.291988,-71.111565,28.414602000000002,1,POINT (-71.111565 42.291988),55841,Open Space
176,gsv_176.jpg,© Google,2014-08-01,"{'lat': 42.28018113751979, 'lng': -71.0830578412859}",vq4kpRQWndxtaFfuv9LgHg,OK,113177,Boston,42.279964,-71.08285500000002,26.985994,1,POINT (-71.08285500000002 42.279964),54224,Residential
15971,gsv_15971.jpg,© Google,2018-08-01,"{'lat': 42.34357438412996, 'lng': -71.05802418682723}",xz-PSBOUEI3PtMoDpFIL5w,OK,22196,Boston,42.343525,-71.057991,14.961245000000002,0,POINT (-71.057991 42.343525),55422,Industrial
7325,gsv_7325.jpg,© Google,2018-08-01,"{'lat': 42.31801080058527, 'lng': -71.07231759865549}",Uc7myN_jtXPTPFzJfwkA9w,OK,9103,Boston,42.318172,-71.072624,24.547773,0,POINT (-71.072624 42.318172),55517,Residential
3667,gsv_3667.jpg,© Google,2018-08-01,"{'lat': 42.3007122, 'lng': -71.0663471}",iOB8LIVIoDnzILrGuWMuWA,OK,3709,Boston,42.300948999999996,-71.066429,32.915974,1,POINT (-71.066429 42.300949),55654,Residential
10672,gsv_10672.jpg,© Google,2017-06-01,"{'lat': 42.2992263482044, 'lng': -71.11891118465809}",FccTt2Os0LE-3dp1WCCOug,OK,123033,Boston,42.299461,-71.11925500000002,26.725363,1,POINT (-71.11925500000002 42.299461),55833,Open Space
18896,gsv_18896.jpg,© Google,2017-06-01,"{'lat': 42.26861309810747, 'lng': -71.09381896006377}",-0zVHCHJNIojF4gWpWAe6w,OK,104971,Boston,42.268589,-71.093925,26.56452800000001,1,POINT (-71.093925 42.268589),54670,Business
11178,gsv_11178.jpg,© Google,2011-08-01,"{'lat': 42.25760412933622, 'lng': -71.1159588369425}",wQbrn0U6aqxA-zNTLP32mw,OK,96767,Boston,42.257538000000004,-71.116066,25.663110999999997,1,POINT (-71.116066 42.257538),54354,Open Space
14415,gsv_14415.jpg,© Google,2018-10-01,"{'lat': 42.34442262395621, 'lng': -71.05308555765684}",KA_LbSYK5cMdR9CC40smtQ,OK,22863,Boston,42.344498,-71.053299,6.6113262000000015,0,POINT (-71.053299 42.344498),55422,Industrial
14137,gsv_14137.jpg,© Google,2018-09-01,"{'lat': 42.3851701907708, 'lng': -71.03927023914652}",y1_MBNAIy1sgr8nAw2ybpw,OK,50051,Boston,42.385124,-71.03922299999998,19.482325,0,POINT (-71.03922299999998 42.385124),55502,Industrial
18348,gsv_18348.jpg,© Google,2011-07-01,"{'lat': 42.34718740981329, 'lng': -71.1620525357693}",yiJtY2Gzct1DCmpMNlx_xA,OK,24874,Boston,42.347099,-71.162125,23.448217,0,POINT (-71.162125 42.347099),55273,Miscellaneous
16392,gsv_16392.jpg,© Google,2013-08-01,"{'lat': 42.35203580830224, 'lng': -71.04425721997376}",jh6l9vbSOqwrlxBJS6Clgw,OK,28268,Boston,42.351974,-71.04447900000002,26.220327,1,POINT (-71.04447900000002 42.351974),55140,Mixed Use
8244,gsv_8244.jpg,© Google,2013-08-01,"{'lat': 42.29331946448034, 'lng': -71.15915190038007}",0nHOSjMXaRCovWz_j7nLMg,OK,120918,Boston,42.293289,-71.159225,22.827370000000002,0,POINT (-71.15922500000001 42.293289),54446,Residential
4269,gsv_4269.jpg,© Google,2018-08-01,"{'lat': 42.2839175, 'lng': -71.0840333}",6vGZ3fbWDMU7Vn-Eu_OMDw,OK,115782,Boston,42.283863000000004,-71.083977,25.84954500000001,1,POINT (-71.083977 42.283863),54673,Residential
4113,gsv_4113.jpg,© Google,2018-09-01,"{'lat': 42.37977045904865, 'lng': -71.03201877571726}",OXx50ug9bZWeFSBJvqZNJg,OK,46053,Boston,42.379601,-71.031906,26.840673,1,POINT (-71.03190600000001 42.379601),55499,Residential
14960,gsv_14960.jpg,© Google,2014-08-01,"{'lat': 42.3815960586736, 'lng': -71.07706292248571}",zrERstM0D_OlSn_vC2rmsA,OK,47597,Boston,42.38155,-71.076942,22.113216,0,POINT (-71.076942 42.38155),54825,Industrial
1397,gsv_1397.jpg,© Google,2018-09-01,"{'lat': 42.3820025, 'lng': -71.0399887}",AfyW6CwwGch2wZHFYV8gSw,OK,47813,Boston,42.381873999999996,-71.039978,27.178156,1,POINT (-71.039978 42.381874),55478,Residential
13790,gsv_13790.jpg,© Google,2018-07-01,"{'lat': 42.32144849022701, 'lng': -71.09922897771636}",SjIF6f-8u3HyqqbDBDlTEA,OK,10418,Boston,42.321422999999996,-71.098892,27.976378999999998,1,POINT (-71.09889200000001 42.321423),54245,Industrial
12474,gsv_12474.jpg,© Google,2018-07-01,"{'lat': 42.3283374911463, 'lng': -71.10058268129637}",fEkAP_pOwjDFC4eqkwhB0g,OK,13065,Boston,42.328251,-71.100578,18.115835,0,POINT (-71.100578 42.328251),55069,Open Space
16184,gsv_16184.jpg,© Google,2018-09-01,"{'lat': 42.38105982601223, 'lng': -71.02441851893222}",_hCN8N0ACQigiKHu23s5XQ,OK,47274,Boston,42.381226,-71.02459,15.518032,0,POINT (-71.02459 42.381226),55434,Industrial
16558,gsv_16558.jpg,© Google,2018-08-01,"{'lat': 42.34895644748894, 'lng': -71.04737125806525}",SUIBTXJCSIPge5gaqrA7cA,OK,26120,Boston,42.349049,-71.04729499999998,25.455336,1,POINT (-71.04729499999998 42.349049),55140,Mixed Use
12022,gsv_12022.jpg,© Google,2018-08-01,"{'lat': 42.27921010351844, 'lng': -71.05231496381711}",3lqFi_FSEccjlvkJHL1spQ,OK,62,Boston,42.279167,-71.052353,23.135876,0,POINT (-71.052353 42.279167),54216,Open Space
564,gsv_564.jpg,© Google,2013-08-01,"{'lat': 42.35422110610581, 'lng': -71.1619790745488}",vCehFEuFBITNvdpsLsRPiw,OK,29849,Boston,42.354248,-71.162125,32.632549,1,POINT (-71.162125 42.354248),55328,Residential
10143,gsv_10143.jpg,© Google,2018-11-01,"{'lat': 42.29882994469613, 'lng': -71.12003341993136}",DMzy1BMVWk6NRD5zNwVnTQ,OK,122849,Boston,42.298813,-71.12001,29.276840000000004,1,POINT (-71.12000999999999 42.298813),55833,Open Space
19773,gsv_19773.jpg,© Google,2017-07-01,"{'lat': 42.31905403896884, 'lng': -71.09764086122982}",otbq6b50GpKvdKPFbqJwXw,OK,9408,Boston,42.318825,-71.097771,30.32873,1,POINT (-71.09777099999999 42.318825),54748,Comm/Instit
10405,gsv_10405.jpg,© Google,2018-09-01,"{'lat': 42.30741663546692, 'lng': -71.09242292165699}",13PjhMtW9LjKdyJURCKNWg,OK,5078,Boston,42.307125,-71.09214,30.041794,1,POINT (-71.09214 42.307125),54676,Open Space
286,gsv_286.jpg,© Google,2013-08-01,"{'lat': 42.35138199520848, 'lng': -71.1652024878087}",i8lJS16-cyxA7uwkDFLMNQ,OK,28005,Boston,42.351321999999996,-71.16494,31.908308,1,POINT (-71.16494 42.351322),55293,Residential
5949,gsv_5949.jpg,© Google,2013-08-01,"{'lat': 42.27409721627456, 'lng': -71.10749636882184}",lnOp2BogAUPpxBLwj3nifw,OK,108897,Boston,42.273788,-71.107063,21.37084,0,POINT (-71.107063 42.273788),54666,Residential
11012,gsv_11012.jpg,© Google,2017-06-01,"{'lat': 42.2835773, 'lng': -71.1104615}",60x1iWI5dMa8C3cgd27Htg,OK,115604,Boston,42.28353900000001,-71.110435,31.927465,1,POINT (-71.110435 42.28353900000001),54293,Open Space
4040,gsv_4040.jpg,© Google,2018-08-01,"{'lat': 42.32389327342433, 'lng': -71.09284960463424}",KYkz59XNOJO6WTeLB3jBzg,OK,11343,Boston,42.324024,-71.092888,29.351748999999998,1,POINT (-71.092888 42.324024),54740,Residential
8990,gsv_8990.jpg,© Google,2013-08-01,"{'lat': 42.27609364314412, 'lng': -71.08961680074029}",FZhWG0PTKlhAdCAzhFZwWg,OK,110542,Boston,42.276061999999996,-71.089607,23.947792,0,POINT (-71.089607 42.276062),54649,Residential
591,gsv_591.jpg,© Google,2018-10-01,"{'lat': 42.29283149852256, 'lng': -71.05846254125622}",C8IHDZb8ip-WZ6U0gZsjiw,OK,1981,Boston,42.293147999999995,-71.058548,30.163473,1,POINT (-71.058548 42.293148),55679,Residential
3666,gsv_3666.jpg,© Google,2016-06-01,"{'lat': 42.29634720779954, 'lng': -71.05407571546726}",VUA6KO_HWYXvwOJ1thjIOg,OK,2678,Boston,42.296397999999996,-71.054047,27.643051,1,POINT (-71.054047 42.296398),55721,Residential
14425,gsv_14425.jpg,© Google,2016-06-01,"{'lat': 42.24966983399752, 'lng': -71.12619987727665}",DjBzNLS8Q1ylZca67wXKwQ,OK,90676,Boston,42.249736999999996,-71.126198,22.049419,0,POINT (-71.126198 42.249737),54418,Industrial
1648,gsv_1648.jpg,© Google,2018-09-01,"{'lat': 42.3493367640059, 'lng': -71.10188988490468}",-23wpa8YooXgNmd54RE9hQ,OK,26457,Boston,42.349373,-71.10189799999998,25.108751,1,POINT (-71.10189799999998 42.349373),55217,Residential
11666,gsv_11666.jpg,© Google,2018-07-01,"{'lat': 42.27983992360421, 'lng': -71.10634695900998}",dym30KkFmEtbh5UN-ZRpIA,OK,112997,Boston,42.279635999999996,-71.10593399999998,27.779260999999998,1,POINT (-71.10593399999998 42.279636),54635,Open Space
2231,gsv_2231.jpg,© Google,2017-08-01,"{'lat': 42.3428732, 'lng': -71.0955608}",5J-nvCJyeCNRtA2iMqHlWg,OK,21814,Boston,42.342873,-71.095512,37.607956,1,POINT (-71.095512 42.342873),55181,Residential
5155,gsv_5155.jpg,© Google,2013-08-01,"{'lat': 42.29282959243278, 'lng': -71.15971620456817}",jOp3GmXf0OOChVGlgPq3kQ,OK,120645,Boston,42.292637,-71.159973,22.963745,0,POINT (-71.15997299999999 42.292637),54446,Residential
8408,gsv_8408.jpg,© Google,2018-11-01,"{'lat': 42.24828278967934, 'lng': -71.1160605061175}",lDObS0U_6NTnwYavN-8qPQ,OK,89346,Boston,42.248112,-71.115875,24.696342,0,POINT (-71.115875 42.248112),54430,Residential
13887,gsv_13887.jpg,© Google,2018-09-01,"{'lat': 42.350360853228, 'lng': -71.05066415859162}",t-SwZvq6YYN8ncL1t-lt8g,OK,27098,Boston,42.350349,-71.050667,25.051424,1,POINT (-71.050667 42.350349),55424,Industrial
4876,gsv_4876.jpg,© Google,2018-07-01,"{'lat': 42.30977056282538, 'lng': -71.11688631222528}",UWzN5K1XRroZwddrMKv6Gw,OK,127246,Boston,42.309605,-71.117149,27.844978,1,POINT (-71.117149 42.309605),55823,Residential
13205,gsv_13205.jpg,© Google,2018-08-01,"{'lat': 42.31049350741503, 'lng': -71.0719082963634}",Lw2PiQ5PR0tbfIxPbCM6mw,OK,6126,Boston,42.310699,-71.07206,24.32687,0,POINT (-71.07205999999999 42.310699),55608,Open Space
9505,gsv_9505.jpg,© Google,2018-08-01,"{'lat': 42.32056629054879, 'lng': -71.06213835032923}",3VQqcsMHvIjpMi6geYaQ8w,OK,9987,Boston,42.32045,-71.062302,20.794495,0,POINT (-71.062302 42.32045),55570,Residential
